artist_names,track_name,peak_streams,total_streams,max_peak_rank,min_peak_rank,max_days_on_chart,best_day_streams,first_appearance,uri,source,count,best_day_date,duration_ms,explicit,is_local,popularity,track_number,release_date,album_total_tracks,album_name,spotify_uri,relase-chart_days,chart-best_days,release-best_days,relase-chart_days_bins,is_colab,artist_count
Måneskin,Beggin',8005228,1097657144,195,1,466,8005228,2021-06-01,spotify:track:3Wrjm47oTz2sjIgck11l5e,RCA Records Label,466,2021-07-16,211560,False,False,83,4,2017-12-08,7,Chosen,spotify:track:3Wrjm47oTz2sjIgck11l5e,1271,45,1316,4+ weeks,False,1
Noah Kahan,Stick Season,4589005,1096653118,175,6,447,4589005,2023-10-09,spotify:track:0mflMxspEfB0VbI1kyLiAv,Mercury Records/Republic Records,447,2024-02-09,182346,False,False,86,2,2022-10-14,14,Stick Season,spotify:track:0mflMxspEfB0VbI1kyLiAv,360,123,483,4+ weeks,False,1
Farruko,Pepas,4991996,1092223873,189,3,486,4991996,2021-07-12,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,Sony Music Latin,486,2021-09-18,287120,True,False,77,1,2021-06-24,1,Pepas,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,18,68,86,2-3 weeks,False,1
Bad Bunny,Yonaguni,7191161,1091187590,3,3,574,7191161,2021-06-04,spotify:track:2JPLbjOn0wPCngEot2STUS,Rimas Entertainment LLC,574,2021-06-05,206710,True,False,77,1,2021-06-04,1,Yonaguni,spotify:track:2JPLbjOn0wPCngEot2STUS,0,1,1,0 days,False,1
"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,4045965,1090642289,45,3,527,4045965,2021-10-29,spotify:track:1r9xUipOqoNwggBpENDsvJ,KIDinaKORNER/Interscope Records,527,2022-02-04,173381,False,False,76,1,2021-10-28,1,Enemy (with JID) [from the series Arcane League of Legends],spotify:track:1r9xUipOqoNwggBpENDsvJ,1,98,99,<1 week,True,4
Chappell Roan,"Good Luck, Babe!",6303841,1090560986,197,5,267,6303841,2024-04-09,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan PS/ Island,267,2024-08-23,218423,False,False,93,1,2024-04-05,1,"Good Luck, Babe!",spotify:track:0WbMK4wrZ1wFSty9F7FCgu,4,136,140,<1 week,False,1
Ariana Grande,"thank u, next",9606415,1086433407,1,1,606,9606415,2018-11-04,spotify:track:2rPE9A1vEgShuZxxzR2tZH,Republic Records,606,2018-11-09,207333,True,False,20,1,2018-11-03,1,"thank u, next",spotify:track:2rPE9A1vEgShuZxxzR2tZH,1,5,6,<1 week,False,1
Artemas,i like the way you kiss me,9844169,1081960372,143,1,285,9844169,2024-03-20,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,285,2024-04-16,142514,False,False,83,1,2024-03-19,1,i like the way you kiss me,spotify:track:2GxrNKugF82CnoRFbQfzPf,1,27,28,<1 week,False,1
Wham!,Last Christmas,24556791,1081440276,176,2,405,24556791,2017-11-18,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Epic,316,2024-12-24,262960,False,False,75,1,1984-11-29,3,LAST CHRISTMAS,spotify:track:2FRnf9qhLbvw8fu4IBXx78,12042,2593,14635,4+ weeks,False,1
"Maroon 5, Cardi B",Girls Like You (feat. Cardi B) - Cardi B Version,4382819,1081119035,21,2,710,4382819,2018-06-01,spotify:track:6FRLCMO5TUHTexlWo8ym1W,Interscope Records*,710,2018-07-13,235545,True,False,62,1,2018-05-30,1,Girls Like You (feat. Cardi B),spotify:track:6FRLCMO5TUHTexlWo8ym1W,2,42,44,<1 week,True,2
"Eslabon Armado, Peso Pluma",Ella Baila Sola,9047794,1074105220,13,1,320,9047794,2023-03-17,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,DEL Records,320,2023-04-22,165671,False,False,76,1,2023-03-16,1,Ella Baila Sola,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,1,36,37,<1 week,True,2
"Luis Fonsi, Daddy Yankee, Justin Bieber",Despacito - Remix,8525474,1073693753,18,1,447,8525474,2017-04-17,spotify:track:5CtI0qwDJkDQGwXD1H1cLb,UMLE - Latino,447,2017-05-26,228826,False,False,4,1,2017-04-17,1,Despacito Feat. Justin Bieber (Remix),spotify:track:5CtI0qwDJkDQGwXD1H1cLb,0,39,39,0 days,True,3
Sabrina Carpenter,Nonsense,3480172,1072881057,65,12,707,3480172,2023-01-12,spotify:track:6dgUya35uo964z7GZXM07g,Island Records,707,2023-01-24,163648,False,False,85,9,2022-07-15,13,emails i can't send,spotify:track:6dgUya35uo964z7GZXM07g,181,12,193,4+ weeks,False,1
Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",5680885,1072480238,81,2,489,5680885,2023-07-13,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Darkroom/Interscope Records,489,2023-07-27,222369,False,False,86,1,2023-07-13,1,"What Was I Made For? [From The Motion Picture ""Barbie""]",spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,0,14,14,0 days,False,1
Jimin,Who,10674703,1070746961,3,1,166,10674703,2024-07-19,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,BIGHIT MUSIC,166,2024-07-25,170887,False,False,88,6,2024-07-19,7,MUSE,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,0,6,6,0 days,False,1
"KAROL G, Peso Pluma",QLONA,4538107,1069146131,46,4,442,4538107,2023-08-11,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,Bichota/Interscope Records,442,2023-09-15,172797,True,False,81,5,2023-08-10,9,MAÑANA SERÁ BONITO (BICHOTA SEASON),spotify:track:5RqSsdzTNPX1uzkmlHCFvK,1,35,36,<1 week,True,2
Olivia Rodrigo,deja vu,6965911,1067759293,61,3,624,6965911,2021-04-01,spotify:track:61KpQadow081I2AsbeLcsb,Olivia Rodrigo PS,624,2021-05-21,215507,True,False,11,1,2021-04-01,1,deja vu,spotify:track:61KpQadow081I2AsbeLcsb,0,50,50,0 days,False,1
"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),8998039,1060585798,4,3,478,8998039,2023-07-28,spotify:track:42VsgItocQwOQC3XWZ8JNA,Cactus Jack/Epic,478,2023-07-28,191700,True,False,86,8,2023-07-28,19,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,0,0,0,0 days,True,2
Lil Uzi Vert,XO Tour Llif3,2835472,1059718489,184,9,840,2835472,2017-03-25,spotify:track:2eMwDehkIC1j68U6FA3Eiq,Generation Now/Atlantic,840,2017-06-09,182706,True,False,1,1,2017-03-24,1,XO TOUR Llif3,spotify:track:2eMwDehkIC1j68U6FA3Eiq,1,76,77,<1 week,False,1
Lana Del Rey,Summertime Sadness,1646634,1055554159,189,74,806,1646634,2022-07-24,spotify:track:1FEiijYPJtyswChfcpv3p0,Urban,806,2024-04-18,264773,False,False,61,11,2011-01-01,16,Born To Die (Deluxe Version),spotify:track:1FEiijYPJtyswChfcpv3p0,4222,634,4856,4+ weeks,False,1
"Feid, ATL Jacob",LUNA,4185532,1053736593,195,7,393,4185532,2023-12-05,spotify:track:7bywjHOc0wSjGGbj04XbVi,UMLE - Latino,393,2024-01-23,196800,False,False,88,6,2023-12-01,10,FERXXOCALIPSIS,spotify:track:7bywjHOc0wSjGGbj04XbVi,4,49,53,<1 week,True,2
Imagine Dragons,Bones,2481967,1051949456,100,27,686,2481967,2022-03-11,spotify:track:0HqZX76SFLDz2aW8aiqi7G,KIDinaKORNER/Interscope Records,686,2022-10-28,165264,False,False,75,1,2022-03-11,1,Bones,spotify:track:0HqZX76SFLDz2aW8aiqi7G,0,231,231,0 days,False,1
Bruno Mars,When I Was Your Man,2663783,1045819624,194,28,767,2663783,2021-03-16,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Atlantic Records,767,2024-02-07,213826,False,False,52,6,2012-12-05,10,Unorthodox Jukebox,spotify:track:0B7wvvmu9EISAwZnOpjhNI,3023,1058,4081,4+ weeks,False,1
Billie Eilish,when the party's over,3605221,1044345009,54,7,843,3605221,2018-10-17,spotify:track:14JzyD6FlBD5z0wV5P07YI,Darkroom/Interscope Records,843,2019-03-29,199931,False,False,1,1,2018-10-17,1,when the party's over,spotify:track:14JzyD6FlBD5z0wV5P07YI,0,163,163,0 days,False,1
Kendrick Lamar,HUMBLE.,6577558,1031887116,11,1,717,6577558,2017-03-31,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Aftermath,717,2017-04-14,177000,True,False,88,8,2017-03-31,14,DAMN.,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0,14,14,0 days,False,1
XXXTENTACION,Moonlight,6928295,1031085537,20,2,940,6928295,2018-03-16,spotify:track:0JP9xo3adEtGSdUEISiszL,"Bad Vibes Forever, LLC",940,2018-06-19,135090,True,False,82,3,2018-03-16,18,?,spotify:track:0JP9xo3adEtGSdUEISiszL,0,95,95,0 days,False,1
"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),7315213,1029630379,1,1,536,7315213,2023-11-03,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,BIGHIT MUSIC,424,2023-11-03,183550,True,False,82,3,2023-11-03,11,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,0,0,0,0 days,True,2
Olivia Rodrigo,vampire,9794245,1013556901,1,1,373,9794245,2023-06-30,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo PS,373,2023-06-30,219724,True,False,8,1,2023-06-30,1,vampire,spotify:track:3k79jB4aGmMDUQzEwa46Rz,0,0,0,0 days,False,1
Bad Bunny,Efecto,5752670,1013471014,15,6,414,5752670,2022-05-06,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Rimas Entertainment LLC,414,2022-05-06,213061,True,False,80,10,2022-05-06,23,Un Verano Sin Ti,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,0,0,0,0 days,False,1
Harry Styles,Adore You,4506154,1009579764,11,3,763,4506154,2019-12-06,spotify:track:1M4qEo4HE3PRaCOM7EXNJq,Columbia,763,2019-12-13,207133,False,False,1,1,2019-12-06,3,Adore You,spotify:track:1M4qEo4HE3PRaCOM7EXNJq,0,7,7,0 days,False,1
Taylor Swift,Blank Space,3018571,1003538677,122,14,776,3018571,2017-06-09,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,"Big Machine Records, LLC",776,2023-08-10,231826,False,False,81,2,2014-01-01,19,1989 (Deluxe),spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,1255,2253,3508,4+ weeks,False,1
Olivia Rodrigo,traitor,5255353,1003224656,8,7,561,5255353,2021-05-21,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo PS,561,2021-05-21,229226,False,False,85,2,2021-05-21,11,SOUR,spotify:track:5CZ40GBx1sQ9agT82CLQCT,0,0,0,0 days,False,1
Tommy Richman,MILLION DOLLAR BABY,12657599,1002415384,108,1,249,12657599,2024-04-26,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,PULSE Records,249,2024-05-16,155151,False,False,17,1,2024-04-26,2,MILLION DOLLAR BABY,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,0,20,20,0 days,False,1
Steve Lacy,Dark Red,1603560,998457341,146,58,855,1603560,2021-08-09,spotify:track:37y7iDayfwm3WXn5BiAoRk,Three Quarter,855,2023-11-30,173104,False,False,7,1,2017-02-20,1,Dark Red,spotify:track:37y7iDayfwm3WXn5BiAoRk,1631,843,2474,4+ weeks,False,1
Shaboozey,A Bar Song (Tipsy),7604741,997943777,180,5,261,7604741,2024-04-12,spotify:track:2FQrifJ1N335Ljm3TjTVVf,American Dogwood / EMPIRE,261,2024-05-10,171291,True,False,86,1,2024-04-12,1,A Bar Song (Tipsy),spotify:track:2FQrifJ1N335Ljm3TjTVVf,0,28,28,0 days,False,1
Bobby Helms,Jingle Bell Rock,18917096,997780185,174,4,329,18917096,2017-11-25,spotify:track:4IdXngKo4g5exqZ0fQTecu,Geffen,329,2024-12-24,130266,False,False,0,19,2017-11-10,29,Mercy Me - Christmas Needs Love,spotify:track:4IdXngKo4g5exqZ0fQTecu,15,2586,2601,2-3 weeks,False,1
"Powfu, beabadoobee",death bed (coffee for your head),4310576,996600650,176,4,552,4310576,2020-02-14,spotify:track:7eJMfftS33KTjuF7lTsMCx,Columbia,552,2020-04-17,173333,False,False,80,1,2020-02-08,1,death bed (coffee for your head),spotify:track:7eJMfftS33KTjuF7lTsMCx,6,63,69,<1 week,True,2
Arizona Zervas,ROXANNE,5525015,995783852,163,2,495,5525015,2019-10-28,spotify:track:1ZPWWSwCkxKfqdp4H0RFCo,Arizona Zervas,495,2019-12-31,163636,True,False,0,1,2019-10-10,1,ROXANNE,spotify:track:1ZPWWSwCkxKfqdp4H0RFCo,18,64,82,2-3 weeks,False,1
"Post Malone, Quavo",Congratulations,2319165,992980549,193,20,910,2319165,2017-01-24,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,Universal Records,910,2017-06-09,220293,True,False,79,12,2016-12-09,18,Stoney (Deluxe),spotify:track:3a1lNhkSLSkpJE4MSHpDu9,46,136,182,4+ weeks,True,2
"Lil Nas X, Billy Ray Cyrus",Old Town Road (feat. Billy Ray Cyrus) - Remix,5546821,985929961,20,2,474,5546821,2019-04-05,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,Columbia,474,2019-05-25,157066,False,False,2,1,2019-04-05,2,Old Town Road,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,0,50,50,0 days,True,2
Morgan Wallen,Last Night,4011329,984268484,71,10,549,4011329,2023-01-31,spotify:track:59uQI0PADDKeE6UZDTJEe8,Big Loud Records / Mercury Records / Republic Records,549,2023-03-03,163854,True,False,77,1,2023-01-31,3,3 Songs At A Time Sampler,spotify:track:59uQI0PADDKeE6UZDTJEe8,0,31,31,0 days,False,1
Trevor Daniel,Falling,4412756,982630578,135,5,527,4412756,2019-11-17,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,Alamo,527,2020-02-14,159381,False,False,3,1,2018-10-05,1,Falling,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,408,89,497,4+ weeks,False,1
Bruno Mars,Just the Way You Are,2641653,981388643,188,27,724,2641653,2020-02-14,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Elektra (NEK),724,2024-11-22,220734,False,False,87,2,2010-05-11,10,Doo-Wops & Hooligans,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,3566,1743,5309,4+ weeks,False,1
"KAROL G, Nicki Minaj",Tusa,6437662,980996134,172,3,501,6437662,2019-11-08,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,TUSA - Karol G & Nicki Minaj,501,2020-01-18,200960,True,False,73,1,2019-11-07,1,Tusa,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,1,71,72,<1 week,True,2
Kendrick Lamar,Not Like Us,12809644,973943398,2,1,240,12809644,2024-05-05,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"Kendrick Lamar, under exclusive license to Interscope Records",240,2024-05-10,274192,True,False,96,1,2024-05-04,1,Not Like Us,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,1,5,6,<1 week,False,1
Hotel Ugly,Shut up My Moms Calling,1893587,970346610,199,63,705,1893587,2022-10-16,spotify:track:3hxIUxnT27p5WcmjGUXNwx,"Hotel Ugly, under exclusive license to Amuseio AB",705,2024-11-27,164571,False,False,85,1,2020-02-10,1,Shut up My Moms Calling,spotify:track:3hxIUxnT27p5WcmjGUXNwx,979,773,1752,4+ weeks,False,1
